"crop","region","item","year","value"
"sorg","pg","Opportunity cost of unpaid labor","1995.0","17.56"
"sorg","pg","Capital recovery of machinery and equipment","1995.0","51.98"
"sorg","pg","Opportunity cost of land","1995.0","30.33"
"sorg","pg","Taxes and insurance","1995.0","4.85"
"sorg","pg","General farm overhead","1995.0","3.63"
"sorg","pg","Total, allocated overhead","1995.0","113.46999999999998"
"sorg","pg","Total, costs listed","1995.0","181.71999999999997"
"sorg","pg","Value of production less total costs listed","1995.0","-46.47999999999999"
"sorg","pg","Value of production less operating costs","1995.0","66.98999999999998"
"sorg","pg","Yield (bushels per planted acre)","1995.0","49.0"
"sorg","pg","Price (dollars per bushel at harvest)","1995.0","2.76"
"sorg","pg","Enterprise size (planted acres)","1995.0","258.0"
"sorg","pg","Irrigated (percent)","1995.0","10.0"
"sorg","pg","Dryland (percent)","1995.0","90.0"
"sorg","pg","Primary product: Sorghum","1996.0","163.48000000000002"
"sorg","pg","Total, gross value of production","1996.0","163.48000000000002"
"sorg","pg","Seed","1996.0","5.45"
"sorg","pg","Fertilizer","1996.0","16.03"
"sorg","pg","Chemicals","1996.0","11.64"
"sorg","pg","Custom operations","1996.0","5.44"
"sorg","pg","Fuel, lube, and electricity","1996.0","18.39"
"sorg","pg","Repairs","1996.0","13.82"
"sorg","pg","Interest on operating inputs","1996.0","1.78"
"sorg","pg","Total, operating costs","1996.0","72.55000000000001"
"sorg","pg","Hired labor","1996.0","5.48"
"sorg","pg","Opportunity cost of unpaid labor","1996.0","18.61"
"sorg","pg","Capital recovery of machinery and equipment","1996.0","54.23"
"sorg","pg","Opportunity cost of land","1996.0","37.85"
"sorg","pg","Taxes and insurance","1996.0","4.86"
"sorg","pg","General farm overhead","1996.0","3.7"
"sorg","pg","Total, allocated overhead","1996.0","124.72999999999999"
"sorg","pg","Total, costs listed","1996.0","197.28"
"sorg","pg","Value of production less total costs listed","1996.0","-33.79999999999998"
"sorg","pg","Value of production less operating costs","1996.0","90.93"
"sorg","pg","Yield (bushels per planted acre)","1996.0","61.0"
"sorg","pg","Price (dollars per bushel at harvest)","1996.0","2.68"
"sorg","pg","Enterprise size (planted acres)","1996.0","258.0"
"sorg","pg","Irrigated (percent)","1996.0","10.0"
"sorg","pg","Dryland (percent)","1996.0","90.0"
"sorg","pg","Primary product: Sorghum","1997.0","148.2"
"sorg","pg","Total, gross value of production","1997.0","148.2"
"sorg","pg","Seed","1997.0","5.96"
"sorg","pg","Fertilizer","1997.0","15.73"
"sorg","pg","Chemicals","1997.0","11.08"
"sorg","pg","Custom operations","1997.0","5.94"
"sorg","pg","Fuel, lube, and electricity","1997.0","18.8"
"sorg","pg","Repairs","1997.0","14.22"
"sorg","pg","Interest on operating inputs","1997.0","1.83"
"sorg","pg","Total, operating costs","1997.0","73.56"
"sorg","pg","Hired labor","1997.0","5.78"
"sorg","pg","Opportunity cost of unpaid labor","1997.0","19.21"
"sorg","pg","Capital recovery of machinery and equipment","1997.0","55.99"
"sorg","pg","Opportunity cost of land","1997.0","33.75"
"sorg","pg","Taxes and insurance","1997.0","4.9"
"sorg","pg","General farm overhead","1997.0","3.78"
"sorg","pg","Total, allocated overhead","1997.0","123.41000000000001"
"sorg","pg","Total, costs listed","1997.0","196.97000000000003"
"sorg","pg","Value of production less total costs listed","1997.0","-48.77000000000004"
"sorg","pg","Value of production less operating costs","1997.0","74.63999999999999"
"sorg","pg","Yield (bushels per planted acre)","1997.0","65.0"
"sorg","pg","Price (dollars per bushel at harvest)","1997.0","2.28"
"sorg","pg","Enterprise size (planted acres)","1997.0","258.0"
"sorg","pg","Irrigated (percent)","1997.0","10.0"
"sorg","pg","Dryland (percent)","1997.0","90.0"
"sorg","pg","Primary product: Sorghum","1998.0","109.18"
"sorg","pg","Total, gross value of production","1998.0","109.18"
"sorg","pg","Seed","1998.0","5.66"
"sorg","pg","Fertilizer","1998.0","13.66"
"sorg","pg","Chemicals","1998.0","10.74"
"sorg","pg","Custom operations","1998.0","5.75"
"sorg","pg","Fuel, lube, and electricity","1998.0","20.0"
"sorg","pg","Repairs","1998.0","16.73"
"sorg","pg","Interest on operating inputs","1998.0","1.74"
"sorg","pg","Total, operating costs","1998.0","74.28"
"sorg","pg","Hired labor","1998.0","4.46"
"sorg","pg","Opportunity cost of unpaid labor","1998.0","31.92"
"sorg","pg","Capital recovery of machinery and equipment","1998.0","59.99"
"sorg","pg","Opportunity cost of land","1998.0","26.03"
"sorg","pg","Taxes and insurance","1998.0","6.24"
"sorg","pg","General farm overhead","1998.0","5.59"
"sorg","pg","Total, allocated overhead","1998.0","134.23000000000002"
"sorg","pg","Total, costs listed","1998.0","208.51000000000002"
"sorg","pg","Value of production less total costs listed","1998.0","-99.33000000000001"
"sorg","pg","Value of production less operating costs","1998.0","34.900000000000006"
"sorg","pg","Yield (bushels per planted acre)","1998.0","53.0"
"sorg","pg","Price (dollars per bushel at harvest)","1998.0","2.06"
"sorg","pg","Enterprise size (planted acres)","1998.0","258.0"
"sorg","pg","Irrigated (percent)","1998.0","10.0"
"sorg","pg","Dryland (percent)","1998.0","90.0"
"sorg","pg","Primary product: Sorghum","1999.0","92.04"
"sorg","pg","Total, gross value of production","1999.0","92.04"
"sorg","pg","Seed","1999.0","6.18"
"sorg","pg","Fertilizer","1999.0","12.45"
"sorg","pg","Chemicals","1999.0","10.76"
"sorg","pg","Custom operations","1999.0","5.8"
"sorg","pg","Fuel, lube, and electricity","1999.0","22.64"
"sorg","pg","Repairs","1999.0","14.67"
"sorg","pg","Interest on operating inputs","1999.0","1.71"
"sorg","pg","Total, operating costs","1999.0","74.21"
"sorg","pg","Hired labor","1999.0","6.38"
"sorg","pg","Opportunity cost of unpaid labor","1999.0","20.47"
"sorg","pg","Capital recovery of machinery and equipment","1999.0","56.36"
"sorg","pg","Opportunity cost of land","1999.0","19.67"
"sorg","pg","Taxes and insurance","1999.0","4.84"
"sorg","pg","General farm overhead","1999.0","3.89"
"sorg","pg","Total, allocated overhead","1999.0","111.61"
"sorg","pg","Total, costs listed","1999.0","185.82"
"sorg","pg","Value of production less total costs listed","1999.0","-93.77999999999999"
"sorg","pg","Value of production less operating costs","1999.0","17.830000000000013"
"sorg","pg","Yield (bushels per planted acre)","1999.0","52.0"
"sorg","pg","Price (dollars per bushel at harvest)","1999.0","1.77"
"sorg","pg","Enterprise size (planted acres)","1999.0","258.0"
"sorg","pg","Irrigated (percent)","1999.0","10.0"
"sorg","pg","Dryland (percent)","1999.0","90.0"
"sorg","pg","Primary product: Sorghum","2000.0","84.46000000000001"
"sorg","pg","Total, gross value of production","2000.0","84.46000000000001"
"sorg","pg","Seed","2000.0","5.98"
"sorg","pg","Fertilizer","2000.0","12.93"
"sorg","pg","Chemicals","2000.0","10.74"
"sorg","pg","Custom operations","2000.0","4.55"
"sorg","pg","Fuel, lube, and electricity","2000.0","26.28"
"sorg","pg","Repairs","2000.0","15.27"
"sorg","pg","Interest on operating inputs","2000.0","2.18"
"sorg","pg","Total, operating costs","2000.0","77.93"
"sorg","pg","Hired labor","2000.0","6.55"
"sorg","pg","Opportunity cost of unpaid labor","2000.0","20.9"
"sorg","pg","Capital recovery of machinery and equipment","2000.0","57.29"
"sorg","pg","Opportunity cost of land","2000.0","17.45"
"sorg","pg","Taxes and insurance","2000.0","5.0"
"sorg","pg","General farm overhead","2000.0","4.0"
"sorg","pg","Total, allocated overhead","2000.0","111.19"
"sorg","pg","Total, costs listed","2000.0","189.12"
"sorg","pg","Value of production less total costs listed","2000.0","-104.66"
"sorg","pg","Value of production less operating costs","2000.0","6.530000000000001"
"sorg","pg","Yield (bushels per planted acre)","2000.0","41.0"
"sorg","pg","Price (dollars per bushel at harvest)","2000.0","2.06"
"sorg","pg","Enterprise size (planted acres)","2000.0","258.0"
"sorg","pg","Irrigated (percent)","2000.0","10.0"
"sorg","pg","Dryland (percent)","2000.0","90.0"
"sorg","pg","Primary product: Sorghum","2001.0","88.8"
"sorg","pg","Total, gross value of production","2001.0","88.8"
"sorg","pg","Seed","2001.0","5.82"
"sorg","pg","Fertilizer","2001.0","20.14"
"sorg","pg","Chemicals","2001.0","10.99"
"sorg","pg","Custom operations","2001.0","4.47"
"sorg","pg","Fuel, lube, and electricity","2001.0","30.68"
"sorg","pg","Repairs","2001.0","16.25"
"sorg","pg","Interest on operating inputs","2001.0","1.49"
"sorg","pg","Total, operating costs","2001.0","89.83999999999999"
"sorg","pg","Hired labor","2001.0","7.01"
"sorg","pg","Opportunity cost of unpaid labor","2001.0","21.42"
"sorg","pg","Capital recovery of machinery and equipment","2001.0","58.85"
"sorg","pg","Opportunity cost of land","2001.0","17.82"
"sorg","pg","Taxes and insurance","2001.0","5.07"
"sorg","pg","General farm overhead","2001.0","4.12"
"sorg","pg","Total, allocated overhead","2001.0","114.28999999999999"
"sorg","pg","Total, costs listed","2001.0","204.13"
"sorg","pg","Value of production less total costs listed","2001.0","-115.33"
"sorg","pg","Value of production less operating costs","2001.0","-1.039999999999992"
"sorg","pg","Yield (bushels per planted acre)","2001.0","37.0"
"sorg","pg","Price (dollars per bushel at harvest)","2001.0","2.4"
"sorg","pg","Enterprise size (planted acres)","2001.0","258.0"
"sorg","pg","Irrigated (percent)","2001.0","10.0"
"sorg","pg","Dryland (percent)","2001.0","90.0"
"sorg","pg","Primary product: Sorghum","2002.0","86.49"
"sorg","pg","Total, gross value of production","2002.0","86.49"
"sorg","pg","Seed","2002.0","6.03"
"sorg","pg","Fertilizer","2002.0","13.87"
"sorg","pg","Chemicals","2002.0","10.85"
"sorg","pg","Custom operations","2002.0","3.43"
"sorg","pg","Fuel, lube, and electricity","2002.0","25.52"
"sorg","pg","Repairs","2002.0","17.45"
"sorg","pg","Interest on operating inputs","2002.0","0.65"
"sorg","pg","Total, operating costs","2002.0","77.80000000000001"
"sorg","pg","Hired labor","2002.0","7.33"
"sorg","pg","Opportunity cost of unpaid labor","2002.0","23.04"
"sorg","pg","Capital recovery of machinery and equipment","2002.0","61.59"
"sorg","pg","Opportunity cost of land","2002.0","18.02"
"sorg","pg","Taxes and insurance","2002.0","5.0"
"sorg","pg","General farm overhead","2002.0","4.23"
"sorg","pg","Total, allocated overhead","2002.0","119.21000000000001"
"sorg","pg","Total, costs listed","2002.0","197.01000000000002"
"sorg","pg","Value of production less total costs listed","2002.0","-110.52000000000002"
"sorg","pg","Value of production less operating costs","2002.0","8.689999999999984"
"sorg","pg","Yield (bushels per planted acre)","2002.0","31.0"
"sorg","pg","Price (dollars per bushel at harvest)","2002.0","2.79"
"sorg","pg","Enterprise size (planted acres)","2002.0","258.0"
"sorg","pg","Irrigated (percent)","2002.0","10.0"
"sorg","pg","Dryland (percent)","2002.0","90.0"
"sorg","pg","Primary product: Sorghum","2003.0","98.12"
"sorg","pg","Secondary product: Sorghum silage","2003.0","6.16"
"sorg","pg","Total, gross value of production","2003.0","104.28"
"sorg","pg","Seed","2003.0","4.27"
"sorg","pg","Fertilizer","2003.0","18.02"
"sorg","pg","Chemicals","2003.0","19.74"
"sorg","pg","Custom operations","2003.0","9.08"
"sorg","pg","Fuel, lube, and electricity","2003.0","22.11"
"sorg","pg","Repairs","2003.0","17.04"
"sorg","pg","Other variable expenses","2003.0","0.0"
"sorg","pg","Interest on operating inputs","2003.0","0.48"
"sorg","pg","Total, operating costs","2003.0","90.74"
"sorg","pg","Hired labor","2003.0","3.18"
"sorg","pg","Opportunity cost of unpaid labor","2003.0","26.44"
"sorg","pg","Capital recovery of machinery and equipment","2003.0","55.52"
"sorg","pg","Opportunity cost of land","2003.0","32.59"
"sorg","pg","Taxes and insurance","2003.0","3.81"
"sorg","pg","General farm overhead","2003.0","6.2"
"sorg","pg","Total, allocated overhead","2003.0","127.74000000000001"
"sorg","pg","Total, costs listed","2003.0","218.48000000000002"
"sorg","pg","Value of production less total costs listed","2003.0","-114.20000000000002"
"sorg","pg","Value of production less operating costs","2003.0","13.540000000000006"
"sorg","pg","Yield (bushels per planted acre)","2003.0","44.0"
"sorg","pg","Price (dollars per bushel at harvest)","2003.0","2.23"
"sorg","pg","Enterprise size (planted acres)","2003.0","269.0"
"sorg","pg","Irrigated (percent)","2003.0","13.0"
"sorg","pg","Dryland (percent)","2003.0","87.0"
"sorg","pg","Primary product: Sorghum","2004.0","110.72"
"sorg","pg","Secondary product: Sorghum silage","2004.0","9.4"
"sorg","pg","Total, gross value of production","2004.0","120.12"
"sorg","pg","Seed","2004.0","4.48"
"sorg","pg","Fertilizer","2004.0","19.14"
"sorg","pg","Chemicals","2004.0","19.74"
"sorg","pg","Custom operations","2004.0","9.15"
"sorg","pg","Fuel, lube, and electricity","2004.0","28.67"
"sorg","pg","Repairs","2004.0","17.42"
"sorg","pg","Other variable expenses","2004.0","0.0"
"sorg","pg","Interest on operating inputs","2004.0","0.78"
"sorg","pg","Total, operating costs","2004.0","99.38000000000001"
"sorg","pg","Hired labor","2004.0","3.26"
"sorg","pg","Opportunity cost of unpaid labor","2004.0","27.11"
"sorg","pg","Capital recovery of machinery and equipment","2004.0","59.56"
"sorg","pg","Opportunity cost of land","2004.0","32.59"
"sorg","pg","Taxes and insurance","2004.0","3.87"
"sorg","pg","General farm overhead","2004.0","6.3"
"sorg","pg","Total, allocated overhead","2004.0","132.69000000000003"
"sorg","pg","Total, costs listed","2004.0","232.07000000000005"
"sorg","pg","Value of production less total costs listed","2004.0","-111.95000000000005"
"sorg","pg","Value of production less operating costs","2004.0","20.739999999999995"
"sorg","pg","Yield (bushels per planted acre)","2004.0","64.0"
"sorg","pg","Price (dollars per bushel at harvest)","2004.0","1.73"
"sorg","pg","Enterprise size (planted acres)","2004.0","269.0"
"sorg","pg","Irrigated (percent)","2004.0","13.0"
"sorg","pg","Dryland (percent)","2004.0","87.0"
"sorg","pg","Primary product: Sorghum","2005.0","109.2"
"sorg","pg","Secondary product: Sorghum silage","2005.0","9.8"
"sorg","pg","Total, gross value of production","2005.0","119.0"
"sorg","pg","Seed","2005.0","4.87"
"sorg","pg","Fertilizer","2005.0","22.07"
"sorg","pg","Chemicals","2005.0","19.74"
"sorg","pg","Custom operations","2005.0","9.52"
"sorg","pg","Fuel, lube, and electricity","2005.0","38.73"
"sorg","pg","Repairs","2005.0","18.19"
"sorg","pg","Other variable expenses","2005.0","0.0"
"sorg","pg","Interest on operating inputs","2005.0","1.92"
"sorg","pg","Total, operating costs","2005.0","115.04"
"sorg","pg","Hired labor","2005.0","3.36"
"sorg","pg","Opportunity cost of unpaid labor","2005.0","27.96"
"sorg","pg","Capital recovery of machinery and equipment","2005.0","63.6"
"sorg","pg","Opportunity cost of land","2005.0","33.95"
"sorg","pg","Taxes and insurance","2005.0","3.9"
"sorg","pg","General farm overhead","2005.0","6.58"
"sorg","pg","Total, allocated overhead","2005.0","139.35000000000002"
"sorg","pg","Total, costs listed","2005.0","254.39000000000004"
"sorg","pg","Value of production less total costs listed","2005.0","-135.39000000000004"
"sorg","pg","Value of production less operating costs","2005.0","3.9599999999999937"
"sorg","pg","Yield (bushels per planted acre)","2005.0","65.0"
"sorg","pg","Price (dollars per bushel at harvest)","2005.0","1.68"
"sorg","pg","Enterprise size (planted acres)","2005.0","269.0"
"sorg","pg","Irrigated (percent)","2005.0","13.0"
"sorg","pg","Dryland (percent)","2005.0","87.0"
"sorg","pg","Primary product: Sorghum","2006.0","135.0"
"sorg","pg","Secondary product: Sorghum silage","2006.0","7.92"
"sorg","pg","Total, gross value of production","2006.0","142.92"
"sorg","pg","Seed","2006.0","4.96"
"sorg","pg","Fertilizer","2006.0","25.14"
"sorg","pg","Chemicals","2006.0","20.56"
"sorg","pg","Custom operations","2006.0","9.95"
"sorg","pg","Fuel, lube, and electricity","2006.0","39.56"
